timestamp,1_20_389,1_20_980,1_10_1237,1_20_812,1_10_658,13_2_954,1_10_735,13_2_736,1_2_954,1_10_961,13_20_759,13_2_93,1_20_298,1_2_1133,1_10_855,13_20_401,13_20_777,1_20_1022,1_10_691,13_2_1314,1_2_943,1_10_721,1_20_1119,13_20_1110,1_20_1073,1_20_99,1_2_281,1_20_139,1_20_18,1_10_933,13_20_1265,1_10_1262,13_10_999,1_20_1089,1_2_24,1_10_562,1_2_35,1_10_881,1_20_197,1_20_493,1_10_1078,13_2_547,13_20_764,13_2_1157,1_10_462,13_10_165,1_10_64,1_2_776,13_10_974,1_10_19,1_20_169,13_2_1320,13_10_195,1_20_470,1_10_1160,13_2_95,1_10_574,1_10_67,1_2_32,1_10_295
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.814440433212994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.814440433212994,,,,,,27.65342960288809,,,,,,,,,,,,,,,28.30685920577617,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.984115523465704,,,,,,25.561010830324907,,,,,,,,,,,,,,,28.30685920577617,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.984115523465704,,,,,,16.174729241877255,,,,,,,,,,,,,,,17.47653429602888,,,,,,,,,27.65342960288809,
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.96823104693141,,,,,,16.174729241877255,,31.436388508891934,,,,,,,,,,,,,17.62028527444093,,,,,,,,,25.561010830324907,
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.50758122743682,,,,,,0.0,,25.561010830324907,,,,,,,,,,,,,9.460649819494584,,,,,,,,,16.174729241877255,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.50758122743682,,,,,,,,16.174729241877255,,,,,,,,,,,,,10.818196829590491,,,,,,,,,16.174729241877255,
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.507581227436823,,,,,,,,16.174729241877255,,,,,,,,,,,,,0.0,,,,,,,,,0.0,
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.810830324909745,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.810830324909745,,,,,,,,,,,,,,,,,,28.30685920577617,,,,,,,,,,,,,
